[train]
7JYX_3 1O65_1 6KYF_1 5HKO_1 5L8V_1 3TZT_1 4OZ7_1 5YIP_2 4ES7_1 1TA9_1 
3O0E_2 2DPK_1 2CFF_1 7DNU_1 2Z8E_1 4KS9_1 3ZTO_1 3K3R_1 1AX4_1 2WAL_1 
4FDD_2 3P4F_3 2DG6_1 2XZQ_3 5ZDN_1 5HJ7_1 3QJ3_1 3BM7_1 4PYS_1 6IF4_1 
6PIM_1 7VG7_1 6IY8_1 4P0L_1 4MO1_1 1VQ0_1 6WY1_1 5YDW_1 1DDH_3 2ARC_1 
5C4I_2 4XYD_2 4NWB_1 3N3F_1 4QAM_2 1EF8_1 2DDX_1 6L7Q_1 6M6T_1 5U75_1 
3R5G_1 6SSV_1 3DF6_1 6SBA_2 3QNQ_1 3MZ0_1 3IUY_1 2I9B_1 5VPA_1 4FFM_1 
2X0L_3 5YV5_2 4BTF_1 6OK3_2 4X4N_1 6IWD_1 5ZUM_1 3OK8_1 6SSR_1 3M91_1 
5JPV_1 2HF1_1 2BJ0_1 1AMU_1 6JFK_1 4LIN_1 7M53_1 4UAQ_1 2QND_1 5B7I_1 
5GQB_1 2RET_1 6JZD_3 5NBG_1 1Y1L_1 6FZW_2 1VHK_1 1RKY_1 1ZX2_1 5ECJ_1 
5DIC_1 2GEJ_1 3PVH_1 3CR3_2 3REB_2 6FI2_1 4Z9H_1 4WPC_1 5CMZ_2 2EX3_2 
1KLG_3 5HAS_1 3TQF_1 3QKG_1 5CBN_2 5TJ4_1 2IZY_1 6R62_1 3VVR_2 5GN1_1 
5KIV_1 5UKY_1 1W8I_1 1AP4_1 5JEK_1 1PBK_1 2VYO_1 4K7B_1 2CZL_1 4YTD_1 
5J62_1 3N3Y_1 4B2C_2 2I9W_1 4B94_1 4O8J_1 6I5X_1 3TZD_1 5LOH_1 4V0H_1 
6LUH_1 5OVT_1 2X5R_1 2WPX_1 2IRY_1 3N8E_1 5H1X_1 3DIN_1 6URQ_2 5F0J_2 
3RA3_1 2X53_1 7MSK_1 5JXR_1 2ZFZ_1 2DER_2 3UN9_1 4EVX_1 7NBZ_1 4QB0_1 
3WCU_3 3C8G_1 5KET_1 6T7Y_2 7MCM_1 5VLG_1 6IQH_2 2C5Q_1 2ODB_2 1PZD_1 
5QSM_1 3RGI_1 1HIA_1 7WRP_1 4U6X_3 3L2N_1 6WQI_1 6F0W_2 6TOU_1 4EW7_1 
7BQV_2 5UDF_1 3B8L_1 5HHV_3 3R6Y_1 6A2R_1 3OQ5_1 1NSA_1 4HLB_1 4AY9_1 
3H09_1 3L4R_1 4NHK_1 7DL5_1 2DGJ_1 6F0C_1 4DZL_1 4C9D_1 4R6I_1 3DCJ_1 
5UBW_1 4NAE_2 3VUF_1 1T08_2 3AGN_1 2F6I_1 5KXF_1 3PFN_1 4XUV_1 3SZM_2 
6MPX_1 2P26_1 3BNV_1 6ABS_1 4S10_2 1J81_1 2NBU_1 5EGE_1 4NEK_1 7W3U_1 
1TZT_1 1TWS_1 6OXD_2 6I7R_2 4IYH_1 4R7V_1 1MVO_1 4OB6_1 3EEJ_1 1T9R_1 
6MTZ_1 5FRE_1 2PEC_1 6WFZ_3 3EET_1 6U3N_5 4XVX_1 6L81_1 5VLA_2 5BOI_1 
6S16_1 6AVG_5 5WH8_1 6MFD_1 5OO6_3 2OBN_1 3BDI_1 1T3V_1 3OA2_1 6S6Q_1 
6Y4O_2 1L7M_1 3KOS_1 5E7T_2 5OC9_1 5TZT_3 3KDF_2 3BS7_1 4KYO_2 4UZG_1 
2FZ4_1 1WDK_1 6AGJ_1 6URV_1 7RNV_1 2IA2_1 6D0Y_3 2H9E_2 4TQU_3 6WT2_1 
5NJD_1 7OBI_1 6E0V_1 4AUR_1 3T1W_1 4CHG_1 6J0Z_1 5FOY_1 2NN6_1 7ET0_1 
6RO1_2 4DGW_1 5CEG_2 6TZT_1 3EWQ_1 3UK9_1 4K45_2 5XTE_8 1I8T_1 4PV6_1 
7NK3_2 7KYM_1 6AO7_1 2YBY_1 2GAM_1 4WUV_1 2NTT_1 5F4H_1 6TEK_1 5KLH_1 
5V84_1 3BOQ_1 4CGK_1 6C3K_1 3ON6_1 4HYZ_1 2R84_1 5AH0_1 7V6H_1 3D8T_1 
6CXO_1 3ZGJ_1 4EL1_1 7W5M_2 1NH7_1 4N81_1 6II6_1 7NXP_1 4ZTY_1 3RIV_1 
5N86_1 3CP8_1 6V4B_1 5YHH_1 7NRE_1 3M9Q_1 2CJL_1 2O16_1 3MBR_1 1APS_1 
4DQM_2 2Z32_2 7ALK_1 6TL7_1 2PZ9_1 4OH8_2 7E9M_2 2H5Z_1 6U07_2 5H43_2 
3FYN_1 4UOW_2 5VF3_1 2B20_1 5I1U_1 3K8M_1 3T7Y_1 5MQ4_1 3RKO_5 2HR3_1 
3RPD_1 5F1T_1 1P9D_2 5AGW_2 3L3O_3 2JES_1 6SLO_1 5HIT_2 7P24_1 4G59_1 
1YXO_1 6OV1_1 4X6Z_15 2OIX_1 3HC8_1 5NL1_2 4PQO_1 6XLB_1 3B4U_1 3BUT_1 
6W26_1 4BQQ_1 4WNR_1 3OOV_1 2Z80_1 3M91_2 1XDI_1 6KJK_1 6GRJ_1 4XRK_1 
3LM4_1 3C1A_1 3H1Z_2 4DNJ_1 2D6N_1 5XC5_1 1ME5_1 4LGO_1 5NO8_1 3N0W_1 
6OEW_1 4A91_1 6X1O_2 2FQP_1 2C60_1 1NYC_1 1I41_1 3E73_1 2K18_1 1PEM_1 
6FS6_1 6JES_1 6BQM_1 6QP3_1 2WAX_2 4MYM_1 4U6U_2 5H6X_1 4ADN_1 4C78_2 
4U6T_1 6JJY_2 2FYI_1 3AC0_1 3G9R_1 5UWJ_4 6CWO_1 2IAE_2 2O6Q_1 7MWL_1 
3CHV_1 5E4Q_1 6GGZ_1 4ZFM_1 3E23_1 2ASU_1 6QTW_2 6KJ6_4 2VGA_1 1UHD_2 
1TUH_1 2HKE_1 5NCN_2 1R9X_1 2EJ3_1 5BQS_1 3ABI_1 3CVP_2 1Z9M_1 3C4V_1 
5Y18_2 3EHK_1 7DVD_2 5DUX_1 3X20_2 2YWX_1 5NT7_1 4RNZ_1 4JZY_1 6TI2_2 
3TGX_1 6QPS_1 3KN1_1 7ETY_1 1F9A_1 1XOU_2 4AAY_2 8D0K_5 4TVQ_1 3EJK_1 
6DQL_1 3RTX_2 5M0K_1 4N1Y_1 1C41_1 5JE8_1 5BUV_1 2R7H_1 4AAH_1 4IQN_1 
4BG8_1 2D9J_1 3W03_2 2WYM_1 5V56_1 3QBR_2 1PSQ_1 3KDP_3 2ZDJ_1 2QPV_1 
4WRF_1 1GX3_1 4KL0_1 4XCH_1 3MMC_1 6DK2_1 5KP8_2 2VOU_1 6BAE_5 4YLS_1 
4YGY_2 6OB0_1 7M5F_2 5XJX_1 3ZNC_1 2MWM_1 6F77_2 6KPN_1 5YBB_2 1XRX_1 
3LVZ_1 4IZO_1 6OBV_1 5J3V_2 3STJ_1 1J2X_2 5FXY_2 5UBP_2 3F4M_1 3H90_1 
2GKW_2 6F0G_2 6HSY_1 6HN7_1 2YC3_1 3WGX_1 1HFO_1 4Y99_3 6CKH_1 7TRW_1 
2RKN_1 5B7H_1 4YZH_2 3N5U_2 1UFR_1 7L32_1 1S9C_1 3UAT_2 5VTO_1 1XTT_1 
7LBJ_1 5ZVL_1 6BD4_1 5HKP_2 3QSJ_1 4XH0_1 3UAI_3 6OQM_1 6QDK_1 1EAZ_1 
1ZWK_1 4GN1_1 4OCI_1 5ZER_1 1KNA_2 7COV_1 3V8H_1 4WFU_1 3P5P_1 2QZ7_1 
3NGV_1 3H6R_1 3EAD_1 4LEC_1 2EAV_1 7NWJ_1 6JJZ_2 1MKX_3 5KTI_1 5Y0R_1 
3O6U_1 6MF6_2 6LBF_1 5UPD_1 5D88_1 3RM5_1 3C7M_1 6FZO_1 3MRR_3 3FGH_1 
6MZU_1 7F1G_1 3HOA_1 1Z6V_1 3AI1_1 4C1U_1 4EZV_2 1U00_1 3Q5U_2 3I5Q_1 
4FLA_1 6IEH_2 6PW7_1 6N3D_1 1PV9_1 2DQ0_1 5XEV_1 7KPB_2 3LCA_2 1IDQ_1 
3B4D_1 6FXI_1 4PXI_1 7EVG_1 3HA6_2 5J4Z_58 6MJ7_1 2Q3F_1 2R0B_1 3P8V_1 
4UWD_1 4L11_1 3FUT_1 5Y9R_1 6NKP_2 1AQD_3 7PHY_1 1GN1_1 6H8M_1 2FNA_1 
6TVU_2 5WQK_1 1OEB_2 4BIK_1 3RQF_2 2G2I_2 2Z14_1 1R75_1 6H5B_2 4YZG_1 
1EMU_2 6BP6_1 1V8N_1 1S68_1 6SQJ_1 6XS7_2 6WTF_1 4WCZ_1 6BN1_2 3KB5_1 
6OAT_2 5JFZ_2 2YJN_2 1BDA_1 2WP4_1 2WSF_12 4ZFG_1 2HHG_1 1VI0_1 5CD7_1 
7ZNX_1 6N9I_1 1LXY_1 4PRN_3 5MAW_1 6ZPM_1 4MTU_1 5N2U_1 1OEY_2 3HVM_1 
3DCF_1 6CW5_1 4EO3_1 1FNO_1 4LZP_1 3L8U_1 4WZS_3 7DTL_1 5JVO_1 6D7S_1 
6POL_2 4RLV_1 7JFM_1 6E2R_1 1WRY_1 3HST_2 1N1F_1 7SD0_1 5W45_1 3R1X_1 
4RI3_1 3UWC_1 5T0M_2 6RK2_1 5VSZ_1 7EQC_2 2PCJ_1 1N7F_1 6E95_1 1TJR_1 
2OZZ_1 5V13_1 2NW0_1 3IUI_1 1UD2_1 5LZT_86 3NNF_1 6LZQ_1 5J63_1 4CFI_1 
5WBU_3 6W36_1 2VEC_1 6RY0_1 3MGJ_1 7XJP_2 2H1C_2 3ZCN_1 3BTR_2 1ST7_1 
1BM9_1 2ACV_1 5HB8_1 1LO9_1 2AKF_1 4HMO_1 6J7X_3 6CKO_1 3A7O_1 7Q5U_2 
1G0V_2 6BKF_1 3TAW_1 4PSO_1 7OWX_1 7DWW_1 5VRE_1 5M04_1 1H3F_1 6R26_1 
1B1C_1 6MX1_1 2P1J_1 3O0Y_1 5HYH_1 2B5L_2 1N2L_1 5NAN_3 4KH7_1 3EJH_2 
2D59_1 1P8K_5 6I1A_1 4WD1_1 7PXQ_1 4K2X_1 5KW2_1 2PJW_1 2ONK_1 6OVQ_1 
1K3R_1 7RT0_1 1F7S_1 3HHD_1 5C76_1 4I6V_1 4N4X_1 2XFG_1 6U11_1 3HTK_1 
4ATG_1 3DB9_1 6QYC_1 5Z81_1 4QVU_1 1U7B_2 7OPX_1 4EXW_1 6M0Q_2 4BQ2_1 
3KYI_1 6BXJ_1 1SSM_1 1Y7W_1 6W9Y_1 5A1Q_1 3E82_1 3TM8_1 5THX_1 4OUA_1 
6T2O_1 4LL4_1 4C95_2 4OZD_1 4HXV_1 4DVE_1 3Q3C_1 7K95_1 4U3H_1 1UEB_1 
2FRW_1 2Z87_1 2IAN_3 4YZ4_1 1S7M_1 6RBF_1 1IJI_1 7QBD_1 7NK5_2 3NI8_1 
3RZZ_1 3KJ1_2 3ZPV_1 3WHD_1 5Y3T_3 5A48_1 5NC8_1 3QSG_1 4UIQ_1 5FHI_1 
6AC3_1 1ZMR_1 3WVR_1 3V20_1 2XOK_2 2WTK_3 6FNP_1 4EGF_1 3P7N_1 3ZVQ_1 
6AO5_2 6B8S_1 3DT5_1 5X41_2 4LL6_1 1WCG_1 3LQ1_1 3V86_1 3VRD_1 7DGQ_16 
3EC2_1 3W95_1 6PNT_1 1EM8_2 4OQJ_1 2YSK_1 3D4O_1 5M4X_1 6AZT_1 5J4A_1 
5E8B_1 6AOJ_1 1JNR_1 1T34_2 2QNE_1 5Z7R_1 1F3M_1 6B9R_1 1X9J_1 4P5O_3 
6H9E_1 3IT8_2 5U6F_1 5D7U_1 1URQ_1 1MO8_1 6XNJ_2 3HH0_1 4NUX_1 2IMR_1 
1L1O_1 5ZI9_1 4HNY_2 5L33_1 3CER_1 1D1G_1 7L6Y_1 2VHL_1 6EAZ_1 5I0Z_1 
1FLK_1 4QXD_1 7DBU_1 4BH5_1 4G2V_2 1QS0_1 4H6H_1 3I4Z_1 5HDT_2 3H7A_1 
4GI2_1 5XSE_1 4MQF_2 4IIW_1 1Y56_1 7BBA_1 1TH1_2 3HBN_1 4UIE_1 7ZBP_1 
1T76_2 5GJ7_1 2VE7_2 7V2L_22 5VTM_3 7WH4_1 2QGI_1 4XEA_1 6V40_1 7VNX_1 
5MGX_2 4B93_1 6LQO_2 6QV5_1 7TLF_1 4MLD_1 6H8N_1 4M9Q_1 5GS4_2 3BLA_1 
6WXK_1 3G0M_1 4LWS_1 4L4X_1 3QY9_1 5XJO_3 5T39_1 3GOF_2 1Z6O_2 2BRR_3 
3G2M_1 6HPN_1 1RTW_1 5M3L_2 6T9Q_1 7F8S_1 6GIQ_6 6ZJ8_1 5OU7_1 5L2Q_1 
6CL6_1 3FIW_1 2IKK_1 6KWB_1 1V6T_1 1TP7_1 6OX6_1 4P15_1 6MBB_2 7DXY_1 
7F5M_1 2CY7_1 5L7O_2 3IYQ_2 5IM2_1 4G59_2 4I0K_1 5O46_1 4X00_1 6S6M_1 
6XGT_1 3TEQ_1 7AED_1 3NQ5_1 2FIY_1 3UEP_1 4AK5_1 1OKG_1 6BUZ_1 4KQ9_1 
5K39_1 5TPI_1 2BI0_1 4LRX_2 6SJD_1 5Y91_2 4CVU_1 2ZYZ_2 4OK0_1 4ZCE_1 
1O5J_1 3D7I_1 4DYK_1 1NHR_1 2QZG_1 5UWH_4 3GZF_1 3T6G_2 2UW2_1 2JGN_1 
4LK9_1 1VKU_1 1OHC_1 6LPI_2 5HS5_1 3BOI_1 1A05_1 4MSD_1 7BWC_1 3DDC_2 
3NZ3_1 3CFI_2 2C3F_1 3U0T_3 4JCN_1 7CLA_1 1S7O_1 1OJH_1 4PPM_1 4IHK_1 
4W4L_2 6YPC_4 7CQ2_2 5DIJ_1 5GAJ_1 5MGT_1 1QMO_1 4G8D_1 6Q1Q_1 3UTK_1 
4WKZ_2 5UWT_4 4OUE_1 4EUN_1 2IUW_1 1KLI_1 4GK0_1 4IO2_1 2GMI_2 3QR8_1 
3D8A_2 3I6I_1 1T6R_1 3X1L_2 6IYY_1 6K3F_2 3I2W_1 3QYJ_1 1OFU_2 4F0A_2 
4WD4_1 3HFU_1 6WK3_1 6LI1_1 7DRG_1 7KJ7_1 3HBK_1 2Y0S_10 6XRF_2 2AVK_1 
1Z8P_1 4R9N_1 2IBP_1 4CGU_1 6C90_2 3IN6_1 2OPC_1 4DID_2 3MD3_1 3UPS_1 
5DMM_1 4OVX_1 4BGJ_1 2VOR_1 4EZB_1 3OTB_1 4BVW_1 3RBV_1 3TC1_1 1X3S_1 
7CO2_2 6Q8O_10 3C3Y_1 6ZGQ_1 1J2R_1 3K26_2 3HJN_1 4GL6_1 6KZ8_1 5KQ5_1 
3I7O_2 3PJN_1 4AXO_1 3P2H_1 3DOW_2 6ZN3_1 3KHD_1 3FKD_1 6HX9_1 6A1Z_1 
4C1Q_1 7DXO_1 7E1T_1 7L8P_2 6M9T_1 3QY2_1 2ZQM_1 7DU3_1 4DI1_1 4C92_5 
2LD1_1 4DK1_1 1OAI_1 3O7H_1 1TZP_1 5L2Z_2 5V1Y_3 6L33_1 4JAP_1 6XD4_1 
6EUS_1 3RSN_1 6JY5_1 1V8H_1 2IT7_1 3E0E_1 3CAR_1 2GE3_1 2R0F_1 4P1T_1 
2FXT_1 7EE3_1 5K1C_2 6MPZ_2 6S8W_1 3W64_1 1ICF_1 4PGP_1 6J6U_1 4E9K_1 
4CKP_1 4G76_1 6D00_1 3UDZ_1 6H5T_1 3GD2_2 3NAT_1 3GZ7_1 4DN6_1 6IPW_1 
5A0N_1 4CJZ_1 3NO7_1 1Q5V_1 2Q8U_1 3QZ3_1 2F7S_1 6VE1_1 6BT4_1 6GLX_1 
4HO7_1 1ZCJ_1 2NNU_2 2XPZ_1 4D7W_1 5NCU_1 2QSJ_1 6WU5_1 1J3K_1 5IUS_2 
6PM9_1 5GAI_3 5YPU_2 3RC3_1 3WG5_2 7P93_2 3SNK_1 2JK8_1 2ONK_2 7A8P_1 
3TEB_1 3PQC_1 6SBJ_1 4WWX_2 1F8Y_1 5VBC_2 3PBP_2 2HIY_1 2WTE_1 2F98_1 
4NSV_1 4MND_1 3LM2_1 4JVU_1 2B76_3 3MIX_1 6WXP_1 2WTH_1 4OXI_1 3JSR_1 
1FWE_2 6UHB_1 2QYP_1 2YVM_1 5ZXU_1 4Z2Z_1 4ZGR_1 3LAX_1 6O22_1 4XJV_1 
3RPX_1 6HCI_1 2H34_1 6F64_1 3LLQ_1 2EFK_1 5T09_1 5X2N_1 4ZU9_1 1R30_1 
4NLM_1 1EAK_1 5AYY_1 6Y0K_1 2H73_1 2HZ5_1 1XAO_1 5W2F_1 3OUE_1 2TRC_3 
1XKG_1 3VV2_2 4RT6_2 6R7R_1 4AOM_2 3V1A_1 5XYN_4 5NTG_1 7ULH_1 3C2A_3 
7T8L_1 3GYA_1 3ILS_1 3KT0_1 3CNH_1 6IKK_2 3GYX_2 5AZD_1 4U65_2 3ORG_1 
4GDN_1 4UCI_1 3E8P_1 4J2C_2 2H6J_1 1QI9_1 4C4A_1 4AKX_2 4FL5_2 6OQO_1 
6E6T_1 5J9W_3 7T7T_1 6RXF_1 6JIX_1 7B73_1 4QXK_1 3HM0_1 3AX6_1 3BPV_1 
5XYB_1 5IBV_1 6RUM_1 3LWA_1 4DEQ_1 4IM9_1 5B04_4 3V4V_2 2GJT_1 2F31_2 
4NSO_2 6VYC_1 6XBC_1 2XZZ_1 4H67_1 6M0A_1 4MCW_1 5V6F_1 4OPB_1 7QO5_26 
7KBJ_4 6CCI_1 4MEB_1 5JG8_1 2FSW_1 6K55_1 3FOB_1 4NNQ_1 2XL3_2 4RWE_1 
3W34_1 6ZY2_1 5N5E_1 6Y6E_1 2J7Y_2 7MZT_3 1PN4_1 3CPG_1 2Q1Z_2 7DGQ_67 
3W6D_1 7C5Z_1 7AQH_1 2ZZN_1 2WJV_2 3I3U_1 1XDK_3 2E67_1 3R2M_1 2EVE_1 
5ZXA_1 3GK6_1 1K9Y_1 1YC5_1 6PWI_1 7E9J_1 6WE5_1 2BJ4_3 2IWC_1 3HKZ_6 
2X0E_1 3WVA_1 3FC7_1 5V8W_2 3SV0_1 5XFL_1 3HNG_1 2ZXQ_1 4Y7M_2 3SK3_1 
7VVB_1 3ZL9_1 7RQF_1 1MEJ_1 2BRS_1 4OO3_1 1TWU_1 5FV7_1 6FMX_1 3MXQ_1 
3C0F_1 2V52_2 3U2Q_2 2PBO_1 5JJ0_2 3IDV_1 4XEF_2 6J9M_1 5J8J_1 3NPI_1 
6RX8_1 7PC7_2 4WXA_1 5MJH_1 4K12_2 2IV3_1 3GLV_1 7MKV_1 4RR6_1 6O2D_1 
2FBN_1 6P29_1 5FOS_2 6O56_1 3B6B_1 2FWL_1 1VYV_1 3HHJ_1 7FHR_1 3GUB_1 
6IQQ_2 3LB5_1 6VCC_1 2XFB_1 3RJM_1 2DCK_1 1ELK_1 6HHK_1 5CVZ_1 3HNW_1 
4IPJ_1 3LNR_1 2P9W_1 5JVK_1 1E19_1 1EI9_1 5O45_2 3U9R_1 5NNB_1 7N1K_1 
6TVW_3 3O6X_1 7TNI_1 3TC9_1 5XMC_1 4OKR_1 3B5E_1 6OKH_1 2ZC5_2 3UOT_1 
4W2Q_2 1ZKK_1 1X0G_1 7OMV_1 6PFV_2 6DVU_1 1M3U_1 3KSR_1 1WWI_1 6G1D_1 
7DDY_1 1T5J_1 3W54_1 7E50_2 1VJQ_1 3WGD_1 2VF3_1 6YL4_1 6TOP_2 5VOD_5 
4XUU_1 2WHV_1 7DIE_1 2CGL_1 5BOO_1 5UZN_1 4PPN_1 4W7G_1 4V98_1 1WT6_1 
1V0B_1 3MTR_1 3AAY_1 6BRM_1 2CHG_1 5EQN_1 6KKJ_1 6O9W_1 5L91_1 5H3W_1 
1F9E_1 2W0M_1 6YYM_1 4G3H_1 1ALN_1 3HIS_1 2R1D_1 1Y1W_7 6DNL_1 5F5H_1 
4UCA_1 2YY9_1 1KKH_1 4XTU_1 1B5F_2 1DBH_1 6DS9_1 1OA0_1 3UT8_1 4HW0_1 
5MTW_2 6DTS_1 6Q26_1 5F4V_1 3CWV_1 2CIM_1 1J3E_3 4JRN_1 2IAY_1 6VBB_1 
6KQB_1 4M3O_1 2DLB_1 7TRC_3 3W5N_1 3OON_1 2IM9_1 7WAB_1 1Y69_5 2CG9_2 
2UVK_1 6H3O_1 3UIW_1 1KDE_1 3DLC_1 7DE2_1 1SG4_1 4MNV_2 4CET_1 6LVU_1 
5DAG_1 1LJU_1 1NJT_1 5FUG_3 6ZEA_1 5OVO_1 6R5Z_1 6IXR_2 2OU5_1 6EOU_1 
3QD6_1 2HQY_1 5L37_1 2IC2_1 6NHS_1 1JWO_1 1XM7_1 4MKI_1 3LAY_1 6JD6_1 
4UJ6_1 3LKI_1 4JJ7_1 1Y44_1 3KSY_1 4PZK_1 7C8Z_2 3AL5_1 5J30_50 4GYM_1 
1F7C_1 6EJP_2 3REN_1 5NPU_1 6SD6_1 4ESK_1 1NQ6_1 2BRX_1 3OPC_1 2W2W_1 
2X85_1 1Y6J_1 6L3W_1 6X39_1 7CBS_1 7MPZ_1 3ZDS_1 4YN3_2 1CG8_2 4CMR_1 
1Q9U_1 1K3A_2 1TD4_1 2PQN_2 4V9C_55 5ISX_1 3DPT_1 2V3B_1 1RIE_1 4BA2_3 
7AVH_1 6UIH_1 3OL0_1 3FPR_1 2PSP_1 6CB0_1 1POY_1 6JHM_1 3F7K_1 5T44_1 
3MY7_1 3I99_1 3OWQ_1 5L9W_2 1XU1_2 3KYI_2 7C3G_1 6AIO_1 3VUU_1 2JCB_1 
4OLQ_1 2P22_2 6D23_1 3O3V_1 4HM3_1 4RIE_1 6YN7_1 6G2V_1 3GYG_1 2OF5_2 
7CMR_1 2DBX_1 4ZCM_1 5H7X_1 3UOE_1 3RG9_1 3K9Y_1 1KAG_1 2XMQ_1 4K47_1 
3INR_1 2WNU_3 6U8Z_1 5HFC_1 5HYX_2 5DCP_1 6MX6_1 7ANK_1 6OKZ_1 3JZY_1 
6IAN_1 1WYT_1 1T0R_2 4QGM_1 1SV1_1 4H3S_1 5EQA_1 5KZV_1 4Q9C_1 5I0I_4 
6J98_1 5Z6R_1 1XTP_1 1WNY_1 1TGR_1 3UFI_1 4GD9_1 1M1C_1 3FKM_1 6H4J_1 
7C6O_1 4H0U_1 4CHB_2 3M0A_2 6I31_1 4E2S_1 2FVE_1 2PZX_1 2F4N_1 4AD9_1 
4ZJ7_2 3OJA_1 7DIC_1 5H2X_2 4O96_1 2IUG_1 3RTY_1 1A22_2 3Q4O_1 1Y5E_1 
3GDO_1 7PO9_1 5MQN_1 2RCK_1 1VJ1_1 6DA6_1 2OD0_1 3BUN_1 3HVA_1 3HDS_1 
5HB0_1 5EO9_2 6YP2_2 6HB1_1 4JQI_4 3OXH_1 2YK0_1 2ISN_1 3ZS1_2 2BK9_1 
2J8H_1 5C9I_1 4DDT_1 7BHF_2 3FK2_1 6OJF_1 3A0S_1 5OMC_2 4OZ0_1 7E9S_1 
3QDH_1 4MUO_1 3QMQ_1 4IZG_1 1XY7_1 6KD7_1 6KYZ_1 6NI0_1 3IAU_1 1UZ5_1 
2PXY_5 6E0M_1 4U3Q_1 5D66_1 6LOQ_1 4Q6S_2 1FZY_1 1Q89_1 6Y9U_1 6PJP_2 
2V5N_1 2XWG_1 4GBF_1 6EDI_1 1C9T_2 3KH0_1 5HCK_1 4ZXE_1 5WP3_2 6TVV_1 
3EGC_1 7JNP_1 2RJN_1 7RTY_1 2QSX_1 1I7H_1 2ECR_1 3QXF_1 4K02_1 2O48_1 
1MRZ_1 2JAX_1 6T3T_1 6EB5_1 3MPD_1 3D2U_1 3S2K_1 1YKK_1 1XDJ_1 2XES_1 
2W53_1 6JC0_2 3ZH6_1 5MCS_1 3SC3_1 6L8H_1 6LZ4_3 1XM8_1 5CK0_1 5JJW_1 
3M1I_2 4DR9_1 6OVF_2 5G5H_1 2OTW_3 6SYA_1 3KWO_1 1KKM_2 4ZQ8_1 5W21_2 
3HKV_1 5DUD_1 1RXM_2 3U24_1 6KF3_9 1UX7_1 3ZYK_1 3H75_1 3I7L_2 4F8K_1 
6E20_1 1XXG_1 6NK0_2 6PIR_1 2JJ6_1 3SBG_1 4QDY_1 2PJQ_1 2HXS_1 7NZA_1 
5M4Y_1 5LLW_1 1XNH_1 2JFA_3 5C8B_1 5LZ3_2 4QYD_2 4MPI_1 3FZB_1 1RP0_1 
3OS7_1 2B4E_1 1VBK_1 3SD7_1 3KS6_1 3I3W_1 6DXS_1 3L9D_1 1IZM_1 4Y5O_2 
6IA7_1 4AJ5_2 4RF9_1 1E3Y_1 6W1K_1 7VBR_1 5OLK_1 3SAJ_1 3N9Q_3 4X0R_1 
6DXO_2 6W9D_2 3N2C_1 4PR7_1 6KBB_3 2MZZ_1 5KTA_1 3UA7_2 6TTJ_1 3EWK_1 
5E4W_2 5FRQ_1 6JLB_1 5KQ4_2 1WYT_2 1H2E_1 3RE9_1 4RGB_1 1FPQ_1 3TQ2_1 
4EGE_1 6FPR_1 6P0W_1 3S9X_1 2PZZ_1 6MUR_7 1BTN_1 4AYS_1 6U04_1 3TI7_1 
4IRN_1 2R75_1 4LP7_1 3EJX_1 2CCR_1 3HRN_1 3TXQ_1 5VRV_1 1YY6_2 6VW9_1 
2FI1_1 6QDI_1 4BPF_1 3BEY_1 7E3T_1 7KL5_2 4X5L_1 2CDU_1 6JFV_2 3NF2_1 
6TPK_1 2WWE_1 4UUC_1 4PY6_1 3O47_1 1USY_2 3KUX_1 3S2U_1 3F50_1 7AGL_1 
5BMT_1 1H2H_1 1LRW_2 7D89_1 6UCQ_53 3ULT_1 3HYM_2 1F9P_1 5M05_1 7DP0_1 
3EY5_1 6A6W_2 6LO8_5 1AYX_1 3UDF_1 2KBL_1 1YNQ_1 5MEX_1 7AG9_1 3LPE_1 
2VSI_1 4EWT_1 4IPU_1 4M6R_1 5TQC_2 6LXH_1 3ISP_1 1F77_1 4RDR_1 5VDC_1 
6T8S_1 1B9S_1 6NLU_1 6PPM_1 2J6P_1 6IGB_1 4BWZ_1 2AML_1 3A47_1 3T12_2 
2ZBV_1 5FWZ_1 6XWS_1 5ZMW_1 4RDI_1 1Z8Y_2 4LIR_1 2PRV_1 6OTE_1 2YXC_1 
7BAG_3 2RHD_1 1NKN_1 2UWN_1 5NBQ_3 1ASZ_2 2IL3_1 4HA6_1 1W8D_1 3F8H_1 
3WUP_1 2B9J_2 5FJA_11 2OX6_1 3KBY_1 7D76_1 5HFI_1 6L8K_1 2R73_1 4QES_1 
3DB2_1 5TF3_1 6VC6_1 7EA2_1 3M1C_1 6TLK_1 3JXO_1 3KTR_2 4Q5Q_1 4USS_1 
4PET_1 3L3F_1 4UQW_1 3CAN_1 3LYB_1 3PIJ_1 3LLV_1 2HMH_2 4N6E_2 2I2L_1 
6P77_1 3Q20_1 5G25_1 1UC9_1 5KYM_1 2AUH_2 7LIR_1 4HTL_1 6BUU_2 3EEG_1 
7K1R_1 1DGW_2 7FG6_1 2CQZ_1 3WMI_1 1DDV_1 6J09_1 6AC5_1 2FTS_1 2NM1_2 
3BPK_1 3KSU_1 4Q0A_2 5ULM_1 6TTR_1 7E36_2 3TTG_1 5II0_2 5XOD_2 1T9F_1 
2Y65_2 1AC5_1 4P0D_1 4IG9_2 5KEV_2 7AKX_1 4EGW_1 4LVQ_1 5SWU_1 5X06_2 
